review_id,lda_topic,lda_topic_name,bert_topic,sentiment
401,5,product quality excellent satisfied nothing,-1,neutral
402,9,product use terrible one broke,10,negative
403,4,quality disappointed awful service customer,9,negative
404,6,great bad either love buy,0,positive
405,7,okay job money quickly perfectly,0,neutral
406,9,product use terrible one broke,3,negative
407,3,arrived quickly perfectly work money,4,positive
408,6,great bad either love buy,6,positive
409,6,great bad either love buy,1,neutral
410,5,product quality excellent satisfied nothing,0,neutral
411,5,product quality excellent satisfied nothing,2,neutral
412,6,great bad either love buy,-1,neutral
413,3,arrived quickly perfectly work money,7,positive
414,3,arrived quickly perfectly work money,5,negative
415,3,arrived quickly perfectly work money,6,positive
416,7,okay job money quickly perfectly,-1,neutral
417,0,quality price decent product definitely,2,neutral
418,2,work expected performance poor bad,7,neutral
419,3,arrived quickly perfectly work money,2,positive
420,4,quality disappointed awful service customer,5,negative
421,9,product use terrible one broke,3,negative
422,9,product use terrible one broke,2,negative
423,10,highly amazing experience recommend awful,2,positive
424,5,product quality excellent satisfied nothing,2,neutral
425,4,quality disappointed awful service customer,-1,negative
426,7,okay job money quickly perfectly,5,neutral
427,9,product use terrible one broke,4,negative
428,5,product quality excellent satisfied nothing,-1,positive
429,6,great bad either love buy,-1,neutral
430,6,great bad either love buy,0,positive
431,13,bad design performance poor quality,0,negative
432,6,great bad either love buy,-1,positive
433,13,bad design performance poor quality,9,negative
434,9,product use terrible one broke,-1,negative
435,9,product use terrible one broke,-1,negative
436,9,product use terrible one broke,0,negative
437,4,quality disappointed awful service customer,0,negative
438,5,product quality excellent satisfied nothing,2,positive
439,6,great bad either love buy,-1,positive
440,2,work expected performance poor bad,-1,neutral
441,0,quality price decent product definitely,-1,neutral
442,6,great bad either love buy,10,positive
443,5,product quality excellent satisfied nothing,6,positive
444,5,product quality excellent satisfied nothing,1,neutral
445,6,great bad either love buy,-1,positive
446,6,great bad either love buy,-1,positive
447,4,quality disappointed awful service customer,5,negative
448,2,work expected performance poor bad,-1,neutral
449,6,great bad either love buy,4,positive
450,3,arrived quickly perfectly work money,1,positive
451,13,bad design performance poor quality,-1,negative
452,7,okay job money quickly perfectly,0,neutral
453,3,arrived quickly perfectly work money,0,negative
454,6,great bad either love buy,2,positive
455,9,product use terrible one broke,2,negative
456,5,product quality excellent satisfied nothing,5,neutral
457,3,arrived quickly perfectly work money,7,negative
458,5,product quality excellent satisfied nothing,7,positive
459,6,great bad either love buy,6,neutral
460,5,product quality excellent satisfied nothing,0,neutral
461,5,product quality excellent satisfied nothing,8,positive
462,9,product use terrible one broke,7,negative
463,5,product quality excellent satisfied nothing,1,neutral
464,2,work expected performance poor bad,-1,neutral
465,4,quality disappointed awful service customer,9,negative
466,4,quality disappointed awful service customer,2,negative
467,4,quality disappointed awful service customer,-1,negative
468,4,quality disappointed awful service customer,2,negative
469,0,quality price decent product definitely,0,neutral
470,10,highly amazing experience recommend awful,0,positive
471,4,quality disappointed awful service customer,1,negative
472,3,arrived quickly perfectly work money,-1,positive
473,0,quality price decent product definitely,7,neutral
474,6,great bad either love buy,9,positive
475,3,arrived quickly perfectly work money,2,negative
476,4,quality disappointed awful service customer,-1,negative
477,6,great bad either love buy,9,positive
478,4,quality disappointed awful service customer,6,negative
479,3,arrived quickly perfectly work money,-1,positive
480,6,great bad either love buy,5,neutral
481,6,great bad either love buy,0,positive
482,7,okay job money quickly perfectly,2,neutral
483,7,okay job money quickly perfectly,-1,neutral
484,4,quality disappointed awful service customer,-1,negative
485,3,arrived quickly perfectly work money,4,positive
486,4,quality disappointed awful service customer,10,negative
487,6,great bad either love buy,0,neutral
488,6,great bad either love buy,-1,positive
489,6,great bad either love buy,4,positive
490,5,product quality excellent satisfied nothing,5,neutral
491,6,great bad either love buy,-1,neutral
492,7,okay job money quickly perfectly,6,neutral
493,3,arrived quickly perfectly work money,-1,negative
494,3,arrived quickly perfectly work money,1,positive
495,4,quality disappointed awful service customer,-1,negative
496,5,product quality excellent satisfied nothing,0,positive
497,6,great bad either love buy,-1,neutral
498,2,work expected performance poor bad,-1,neutral
499,3,arrived quickly perfectly work money,0,negative
500,0,quality price decent product definitely,10,neutral
